icsad_ID,hyperlink,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
710,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-187-05,7/6/2017,No Updates,2017,ICSA-17-187-05,Schneider Electric Ampla MES,Schneider Electric,Ampla MES,Schneider Electric reports that the vulnerability affects the following Ampla Manufacturing Execution System (MES) operational efficiency products: Ampla MES versions 6.4 and prior.,CVE-2017-9637; CVE-2017-9635,6.7,Medium,CWE-319; CWE-326,Critical Manufacturing; Water and Wastewater,Worldwide,France
709,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-180-01A,6/29/2017,7/11/2017,2017,ICSA-17-180-01A,"Siemens SIMATIC Industrial PCs, SINUMERIK Panel Control Unit, and SIMOTION P320 (Update A)",Siemens,"SIMATIC Industrial PCs, SINUMERIK Panel Control Unit, and SIMOTION P320",Siemens reports that the vulnerability affects Siemens Industrial products which use Intel processors (Intel Core i5 | Intel Core i7 and Intel XEON): SIMATIC Industrial PCs | SINUMERIK Panel Control Unit (PCU) | SIMOTION P320. Please see Siemens Security Advisory SSA-874235 for the full list of affected versions.,CVE-2017-5689,9.8,Critical,CWE-264,Chemical; Commercial Facilities; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
708,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-180-02,6/29/2017,1/8/2019,2017,ICSA-17-180-02,Schneider Electric U.motion Builder (Update A),Schneider Electric,U.motion Builder,The following U.motion Builder Software versions are affected: U.motion Builder Versions 1.2.1 and prior.,CVE-2017-7973; CVE-2017-7974; CVE-2017-9956; CVE-2017-9957; CVE-2017-9958; CVE-2017-9959; CVE-2017-9960,10,Critical,CWE-89; CWE-22; CWE-287; CWE-259; CWE-284; CWE-730; CWE-209; CWE-20; CWE-94,Commercial Facilities; Critical Manufacturing; Energy,France United States Asia Europe,France
707,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-180-03,6/29/2017,No Updates,2017,ICSA-17-180-03,Siemens Viewport for Web Office Portal,Siemens,Viewport for Web Office Portal,Siemens reports that the vulnerability affects the following ViewPort for Web Office Portal products: ViewPort for Web Office Portal: versions prior to revision number 1453.,CVE-2017-6869,9.8,Critical,CWE-287,Energy,Worldwide,Germany
706,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-178-01,6/27/2017,No Updates,2017,ICSA-17-178-01,"Newport XPS-Cx, XPS-Qx",Newport,"XPS-Cx, XPS-Qx",The following versions of XPS-Cx and XPS-Qx - universal motion controller are affected: XPS-Cx all versions and XPS-Qx all versions.,CVE-2017-7919,7.5,High,CWE-287,Critical Manufacturing,Worldwide,United States
705,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-173-01,6/22/2017,No Updates,2017,ICSA-17-173-01,Siemens SIMATIC CP 44x-1 Redundant Network Access Modules,Siemens,SIMATIC CP 44x-1 Redundant Network Access Modules,The following versions of the SIMATIC CP 44x-1 RNA which connect SIMATIC S7-400 CPUs to Industrial Ethernet are affected: SIMATIC CP 44x-1 RNA all versions prior to Versions 1.4.1.,CVE-2017-6868,9.8,Critical,CWE-287,Chemical; Critical Manufacturing; Food and Agriculture,Worldwide,Germany
704,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-173-02,6/22/2017,No Updates,2017,ICSA-17-173-02,Siemens XHQ,Siemens,XHQ,Siemens reports that the vulnerability affects the following versions of the XHQ operations intelligence product line: XHQ 4: All versions prior to V4.7.1.3XHQ 5: All versions prior to V5.0.0.2,CVE-2017-6866,6.5,Medium,CWE-284,Energy,Worldwide,Germany
703,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-171-01,6/20/2017,No Updates,2017,ICSA-17-171-01,Ecava IntegraXor,Ecava,IntegraXor,The following versions of IntegraXor - web SCADA/HMI solution are affected: IntegraXor Versions 5.2.1231.0 and prior.,CVE-2017-6050,7.3,High,CWE-89,Critical Manufacturing; Energy; Water and Wastewater,Australia Canada Estonia United Kingdom Malaysia Poland United States,Malaysia
702,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-166-01,6/14/2017,6/15/2017,2017,ICSA-17-166-01,Cambium Networks ePMP,Cambium Networks,ePMP,Cambium reports that the vulnerabilities affect the following ePMP Network Access Control products: ePMP All Models.,CVE-2017-7918; CVE-2017-7922,7.6,High,CWE-284; CWE-269,Information Technology,Worldwide,United States
701,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-164-01,6/13/2017,10/31/2017,2017,ICSA-17-164-01,Trihedral Engineering Limited VTScada,Trihedral Engineering Limited,VTScada,The following versions of VTScada an HMI SCADA software are affected: VTScada Versions prior to 11.2.26,CVE-2017-6043; CVE-2017-6053; CVE-2017-6045,7.5,High,CWE-548; CWE-79; CWE-400,Chemical; Communications; Critical Manufacturing; Energy; Food and Agriculture; Transportation; Water and Wastewater,Canada North America Europe,Canada
700,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-164-02,6/13/2017,No Updates,2017,ICSA-17-164-02,OSIsoft PI Server 2017,OSIsoft,PI Server 2017,OSIsoft  reports that the vulnerabilities affect the following PI Server products: PI Data Archive versions prior to 2017.,CVE-2017-7930; CVE-2017-7934,8.9,High,CWE-287,Multiple Critical Sectors,Worldwide,United States
699,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-164-03,6/13/2017,No Updates,2017,ICSA-17-164-03,OSIsoft PI Web API 2017,OSIsoft,PI Web API 2017,OSIsoft  reports that the vulnerability affects the following PI Web API products: PI Web API versions prior to 2017 (1.9.0).,CVE-2017-7926,7.1,High,CWE-352,Multiple Critical Sectors,Worldwide,United States
698,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-157-01,6/6/2017,No Updates,2017,ICSA-17-157-01,Rockwell Automation PanelView Plus 6 700-1500,Rockwell Automation,PanelView Plus 6 700-1500,The following versions of PanelView Plus 6 700-1500 - graphic terminals and logic module products are affected: 6.00.04 | 6.00.05 | 6.00.42 | 6.00-20140306 | 6.10.20121012 | 6.10-20140122 | 7.00-20121012 | 7.00-20130108 | 7.00-20130325 | 7.00-20130619 | 7.00-20140128 | 7.00-20140310 | 7.00-20140429 | 7.00-20140621 | 7.00-20140729 | 7.00-20141022 | 8.00-20140730 and 8.00-20141023Additionally | Rockwell Automation reports that graphic terminals running OS 2.31 or greater are not affected by this vulnerability.,CVE-2017-7914,8.6,High,CWE-862,Critical Manufacturing; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,United States
697,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-157-02,6/6/2017,6/13/2017,2017,ICSA-17-157-02,Digital Canal Structural Wind Analysis,Digital Canal Structural,Wind Analysis,The following versions of Wind Analysis - structural engineering software platform are affected: Wind Analysis versions 9.1 and prior.,CVE-2017-7910,7.5,High,CWE-121,Commercial Facilities,United States,United States
696,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-152-01,6/1/2017,No Updates,2017,ICSA-17-152-01,Phoenix Broadband Technologies LLC PowerAgent SC3 Site Controller,Phoenix Broadband Technologies LLC,PowerAgent SC3 Site Controller,Phoenix Broadband Technologies LLC reports that the following versions of PowerAgent SC3 - remote battery monitoring system (BMS) are affected: PowerAgent SC3 BMS all versions prior to v6.87,CVE-2017-6039,5.3,Medium,CWE-259,Communications; Energy; Government Facilities; Information Technology; Transportation,Worldwide,United States
695,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-143-01,5/23/2017,No Updates,2017,ICSA-17-143-01,Moxa OnCell,Moxa,OnCell,The following versions of OnCell - high-speed industrial-grade IP gateway are affected: OnCell G3110-HSPA Version 1.3 build 15082117 and previous versions | OnCell G3110-HSDPA Version 1.2 Build 09123015 and previous versions | OnCell G3150-HSDPA Version 1.4 Build 11051315 and previous versions | OnCell 5104-HSDPA | OnCell 5104-HSPA and OnCell 5004-HSPA.,CVE-2017-7915; CVE-2017-7913; CVE-2017-7917,9.8,Critical,CWE-352; CWE-307; CWE-256,Commercial Facilities; Critical Manufacturing; Energy; Transportation,Worldwide,Taiwan
694,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-115-04,5/23/2017,No Updates,2017,ICSA-17-115-04,Rockwell Automation Allen-Bradley MicroLogix 1100 and 1400,Rockwell Automation,Allen-Bradley MicroLogix 1100 and 1400,The following versions of the Allen-Bradley MicroLogix 1100 programmable-logic controller are affected: 1763-L16AWA | Series A and B | Version 16.00 and prior versions;1763-L16BBB | Series A and B | Version 16.00 and prior versions;1763-L16BWA | Series A and B | Version 16.00 and prior versions; and1763-L16DWD | Series A and B | Version 16.00 and prior versions.The following versions of the Allen-Bradley MicroLogix 1400 programmable logic controller are affected: 1766-L32AWA | Series A and B | Version 16.00 and prior versions;1766-L32BWA | Series A and B | Version 16.00 and prior versions;1766-L32BWAA | Series A and B | Version 16.00 and prior versions;1766-L32BXB | Series A and B | Version 16.00 and prior versions;1766-L32BXBA | Series A and B | Version 16.00 and prior versions; and1766-L32AWAA | Series A and B | Version 16.00 and prior versions.,CVE-2017-7901; CVE-2017-7902; CVE-2017-7899; CVE-2017-7898; CVE-2017-7903,9.8,Critical,CWE-200; CWE-307; CWE-343; CWE-323; CWE-521,Food and Agriculture; Water and Wastewater,Worldwide,United States
693,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-082-02,5/23/2017,10/22/2020,2017,ICSMA-17-082-02,B. Braun Medical SpaceCom Open Redirect Vulnerability,B. Braun Medical Inc.,SpaceCom,The following versions of the SpaceCom module - used with the SpaceStation docking station are affected: SpaceStation with SpaceCom module (integrated as part number 8713142U) | software versions prior to Version 012U000040 and SpaceStation (part number 8713140U) with installed SpaceCom module (part number 8713160U) | software versions prior to Version 012U000040.,CVE-2017-6018,5.4,Medium,CWE-601,Healthcare and Public Health,United States,United States
692,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-138-01,5/18/2017,No Updates,2017,ICSA-17-138-01,Miele Professional PG 85 Series,Miele Professional,PG 85 Series,Miele Professional reports that the following versions of the PG 85 product series - large capacity cleaner and disinfector and their embedded webservers are affected: PG8527 | version 2.02 | 2.51 | 2.52 and 2.54PG8528 | version 2.02 | 2.51 | 2.52 and 2.54PG8535 | version 1.00 and 1.04PG8536 | version 1.10 and 1.14,CVE-2017-7240,7.3,High,CWE-22,Healthcare and Public Health,Worldwide,Germany
691,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-138-02,5/18/2017,No Updates,2017,ICSA-17-138-02,Schneider Electric Wonderware InduSoft Web Studio,Schneider Electric,Wonderware InduSoft Web Studio,The following versions of Schneider Electric’s Wondeware InduSoft Web Studio are affected: Wonderware InduSoft Web Studio v8.0 Patch 3 and prior versions.,CVE-2017-7968,7.3,High,CWE-276,Critical Manufacturing; Energy; Healthcare and Public Health; Water and Wastewater,Worldwide,France
690,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-136-01,5/16/2017,No Updates,2017,ICSA-17-136-01,Detcon SiteWatch Gateway,Detcon,SiteWatch Gateway,The following versions of Detcon SiteWatch Gateway - Ethernet Notification System are affected: All SiteWatch Gateway versions are affected.Detcon reports Cellular versions not impacted.,CVE-2017-6049; CVE-2017-6047,9.1,Critical,CWE-287; CWE-256,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,United States Asia Europe,United States
689,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-136-02,5/16/2017,No Updates,2017,ICSA-17-136-02,Schneider Electric SoMachine HVAC,Schneider Electric,SoMachine HVAC,The following version of SoMachine HVAC - PLC programming software is affected: SoMachine HVAC Versions 2.1.0 and prior.,CVE-2017-7965; CVE-2017-7966,7.8,High,CWE-121; CWE-427,Critical Manufacturing; Dams; Defense Industrial Base; Energy; Food and Agriculture; Government Facilities; Nuclear Reactors Materials and Waste; Transportation; Water and Wastewater,Worldwide,France
688,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-136-03,5/16/2017,No Updates,2017,ICSA-17-136-03,Hanwha Techwin SRN-4000,Hanwha Techwin,SRN-4000,The following versions of SRN-4000 - network video management platform are affected: SRN-4000 firmware versions prior to SRN4000_v2.16_170401.,CVE-2017-7912,9.8,Critical,CWE-284,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,Worldwide,South Korea
687,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-136-04,5/16/2017,No Updates,2017,ICSA-17-136-04,Schneider Electric VAMPSET,Schneider Electric,VAMPSET,Schneider Electric reports that the vulnerability affects the following VAMPSET setting and configuration software products: VAMPSET | versions prior to v2.2.189.,CVE-2017-7967,5.6,Medium,CWE-20,Energy,Worldwide,France
686,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-131-01,5/11/2017,9/19/2017,2017,ICSA-17-131-01,PHOENIX CONTACT mGuard,PHOENIX CONTACT,mGuard,The following versions of mGuard - network device are affected: mGuard firmware versions 8.3.0 to 8.4.2,CVE-2017-7935; CVE-2017-7937,8.6,High,CWE-287; CWE-400,Critical Manufacturing,Worldwide,Germany
685,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-131-02,5/11/2017,No Updates,2017,ICSA-17-131-02,Satel Iberia SenNet Data Logger and Electricity Meters,Satel Iberia,SenNet Data Logger and Electricity Meters,The following versions of SenNet Data Logger and Electricity Meters - monitoring platforms are affected: SenNet Optimal DataLogger V5.37c-1.43c and prior | SenNet Solar Datalogger V5.03-1.56a and prior and SenNet Multitask Meter V5.21a-1.18b and prior.,CVE-2017-6048,8.8,High,CWE-77,Critical Manufacturing; Energy; Transportation,Spain Europe,Spain
684,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-129-01,5/9/2017,2/14/2019,2017,ICSA-17-129-01,Siemens devices using the PROFINET Discovery and Configuration Protocol (Update K),Siemens,devices using the PROFINET Discovery and Configuration Protocol,Siemens reports that the vulnerability affects the following products using the PROFINET DCP: SIMATIC WinCC (TIA Portal) v13: All versions prior to v13 SP2 and v14: All versions prior to v14 SP1 | SIMATIC STEP 7 (TIA Portal) v13: All versions prior to v13 SP2 and v14: All versions prior to v14 SP1 | SIMATIC STEP 7 v5.X: All versions prior to v5.6STEP 7 - Micro/WIN SMART: All versions prior to v2.3SMART PC Access v2.3 | SIMATIC Automation Tool: All versions prior to v3.0 | SIMATIC WinCCv7.2 and prior: All versionsv7.3: All versions prior to v7.3 Update 15v7.4: All versions prior to v7.4 SP1 Upd1 | SIMATIC PCS 7 v8.1: All versions | SIMATIC PCS 7 v8.2: All versions prior to v8.2 SP1 | SIMATIC NET PC-Software: All versions prior to v14 SP1 | Primary Setup Tool (PST): All versions prior to v4.2 HF1Security Configuration Tool (SCT): All versions prior to v5.0SINEMA Server: All versions prior to v14. SINAUT ST7CC: All versions installed in conjunction with SIMATIC WinCC prior to v7.3 Update 15. SINAUT ST7CC: All versions | SIMATIC WinAC RTX 2010 SP2: All versions | SIMATIC WinAC RTX F 2010 SP2: All versions | SINUMERIK 808D Programming Tool: All versions prior to v4.7 SP4 HF2 and SIMATIC WinCC flexible 2008: All versions prior to flexible 2008 SP5.,CVE-2017-6865,6.5,Medium,CWE-20,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
683,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-129-03,5/9/2017,No Updates,2017,ICSA-17-129-03,Siemens SIMATIC WinCC and SIMATIC WinCC Runtime Professional,Siemens,SIMATIC WinCC and SIMATIC WinCC Runtime Professional,Siemens reports that the vulnerability affects the following versions of SIMATIC WinCC | SIMATIC WinCC (TIA Portal) and SIMATIC WinCC Runtime Professional: SIMATIC WinCC: V7.3: All versions prior to V7.3 Update 11 and V7.4: All versions prior to V7.4 SP1.SIMATIC WinCC Runtime Professional: V13: All versions prior to V13 SP2 and V14: All versions prior to V14 SP1.SIMATIC WinCC (TIA Portal) Professional: V13: All versions prior to V13 SP2 and V14: All versions prior to V14 SP1.,CVE-2017-6867,4.9,Medium,CWE-20,Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
682,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-094-04,5/9/2017,5/10/2017,2017,ICSA-17-094-04,Rockwell Automation Stratix 5900,Rockwell Automation,Stratix 5900,Rockwell Automation reports that these vulnerabilities affect the following Stratix 5900 Services Routers: Stratix 5900 all Versions prior to 15.6.3.,CVE-2016-6380; CVE-2016-6393; CVE-2016-6384; CVE-2016-6381; CVE-2016-6382; CVE-2016-6415; CVE-2016-1409; CVE-2016-1350; CVE-2016-1344; CVE-2015-7691; CVE-2015-7692; CVE-2015-7701; CVE-2015-7702; CVE-2015-7703; CVE-2015-7704; CVE-2015-7705; CVE-2015-7848; CVE-2015-7849; CVE-2015-7850; CVE-2015-7851; CVE-2015-7852; CVE-2015-7853; CVE-2015-7854; CVE-2015-7855; CVE-2015-7871; CVE-2015-1798; CVE-2015-1799; CVE-2015-0642; CVE-2015-0643; CVE-2015-0646; CVE-2015-0207; CVE-2015-0209; CVE-2015-0285; CVE-2015-0287; CVE-2015-0288; CVE-2015-0289; CVE-2015-0290; CVE-2015-0291; CVE-2015-0292; CVE-2015-0293; CVE-2015-1787; CVE-2014-3566; CVE-2014-3359; CVE-2014-3355; CVE-2014-3361; CVE-2014-3354; CVE-2014-3360; CVE-2014-3299; CVE-2010-5298; CVE-2014-0076; CVE-2014-0195; CVE-2014-0198; CVE-2014-0221; CVE-2014-0224; CVE-2014-3470; CVE-2014-2113; CVE-2014-2108; CVE-2014-2109; CVE-2014-2111; CVE-2014-2106; CVE-2014-2112,10,Critical,CWE-20; CWE-399; CWE-200; CWE-190; CWE-119; CWE-22; CWE-264; CWE-287; CWE-310; CWE-189; CWE-362; CWE-476,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
681,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-124-01,5/4/2017,No Updates,2017,ICSA-17-124-01,Hikvision Cameras,Hikvision,Cameras,Hikvision reports that the following cameras and versions are affected: DS-2CD2xx2F-I SeriesV5.2.0 build 140721 to V5.4.0 build 160530DS-2CD2xx0F-I SeriesV5.2.0 build 140721 to V5.4.0 Build 160401DS-2CD2xx2FWD SeriesV5.3.1 build 150410 to V5.4.4 Build 161125DS- 2CD4x2xFWD SeriesV5.2.0 build 140721 to V5.4.0 Build 160414DS-2CD4xx5 SeriesV5.2.0 build 140721 to V5.4.0 Build 160421DS-2DFx SeriesV5.2.0 build 140805 to V5.4.5 Build 160928DS-2CD63xx SeriesV5.0.9 build 140305 to V5.3.5 Build 160106.,CVE-2017-7921; CVE-2017-7923,10,Critical,CWE-287; CWE-260,Critical Manufacturing,Worldwide,China
680,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-124-02,5/4/2017,No Updates,2017,ICSA-17-124-02,"Dahua Technology Co., Ltd Digital Video Recorders and IP Cameras","Dahua Technology Co., Ltd",Digital Video Recorders and IP Cameras,The following Dahua Technology Co. Ltd (Dahua) network cameras are affected: DH-IPC-HDBW23A0RN-ZS | DH-IPC-HDBW13A0SN | DH-IPC-HDW1XXX | DH-IPC-HDW2XXX | DH-IPC-HDW4XXX | DH-IPC-HFW1XXX | DH-IPC-HFW2XXX | DH-IPC-HFW4XXX | DH-SD6CXX | DHanVR1XXX | DH-HCVR4XXX and DH-HCVR5XXX.The following Dahua Digital Video Recorders (DVRs) are affected: DHI-HCVR51A04HE-S3 | DHI-HCVR51A08HE-S3 and DHI-HCVR58A32S-S2.,CVE-2017-7927; CVE-2017-7925,9.8,Critical,CWE-260; CWE-836,Commercial Facilities; Critical Manufacturing; Financial Services; Government Facilities; Transportation,Worldwide,China
679,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-124-03,5/4/2017,No Updates,2017,ICSA-17-124-03,Advantech WebAccess,Advantech,WebAccess,The following WebAccess versions are affected: WebAccess Version 8.1 and prior.,CVE-2017-7929,7.1,High,CWE-36,Critical Manufacturing,Taiwan United States Europe,Taiwan
678,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-094-05,5/4/2017,No Updates,2017,ICSA-17-094-05,Rockwell Automation ControlLogix 5580 and CompactLogix 5380,Rockwell Automation,ControlLogix 5580 and CompactLogix 5380,The following versions of ControlLogix 5580 and CompactLogix 5380 - programmable automation controllers are affected: ControlLogix 5580 controllers V28.011 | V28.012 and V28.013 | ControlLogix 5580 controllers V29.011 | CompactLogix 5380 controllers V28.011 and CompactLogix 5380 controllers V29.011.,CVE-2017-6024,6.8,Medium,CWE-400,Critical Manufacturing; Food and Agriculture; Transportation,Worldwide,United States
677,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-122-01,5/2/2017,No Updates,2017,ICSA-17-122-01,Schneider Electric Wonderware Historian Client,Schneider Electric,Wonderware Historian Client,The following versions of Wonderware Historian Client - analysis and reporting software are affected: Wonderware Historian Client 2014 R2 SP1 and prior.,CVE-2017-7907,6.6,Medium,CWE-611,Critical Manufacturing; Energy; Healthcare and Public Health; Water and Wastewater,Worldwide,France
676,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-122-02,5/2/2017,No Updates,2017,ICSA-17-122-02,CyberVision Kaa IoT Platform,CyberVision,Kaa IoT Platform,The following version of Kaa IoT Platform - middleware platform is affected: Kaa IoT Platform | Version 0.7.4 and possibly other versions.,CVE-2017-7911,6.3,Medium,CWE-485,Commercial Facilities; Critical Manufacturing; Food and Agriculture; Healthcare and Public Health; Information Technology,Worldwide,United States
675,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-122-03,5/2/2017,No Updates,2017,ICSA-17-122-03,Advantech B+B SmartWorx MESR901,Advantech B+B SmartWorx,MESR901,The following versions of MESR901 - Modbus gateway are affected: MESR901 firmware versions 1.5.2 and prior.,CVE-2017-7909,9.8,Critical,CWE-603,Critical Manufacturing,Worldwide,United States
674,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-117-01B,4/27/2017,7/25/2017,2017,ICSA-17-117-01B,"GE Multilin SR, UR, and URplus Protective Relays (Update B)",GE,"Multilin SR, UR, and URplus Protective Relays",The following versions of Multilin SR protective relays are affected: 750 Feeder Protection Relay | firmware versions prior to Version 7.47 | 760 Feeder Protection Relay | firmware versions prior to Version 7.47 | 469 Motor Protection Relay | firmware versions prior to Version 5.23 | 489 Generator Protection Relay | firmware versions prior to Version 4.06 | 745 Transformer Protection Relay | firmware versions prior to Version 5.23 and 369 Motor Protection Relay | firmware versions prior to Version 3.63.The following versions of the Multilin Universal Relay (UR) and URplus relay families are affected: Universal Relay | firmware Version 6.02 (excluding Version 5.83 | Version 5.92 and all subsequent minor releases) and URplus (D90 | C90 | B95) all versions.GE has identified additional legacy products that are affected: MM300 Motor Management Relay | firmware versions prior to Version 1.71 | MM200 Motor Management System | firmware versions prior to Version 1.25 | MX350 Relay | firmware versions prior to Version 1.27 | RPTCS | firmware versions prior to Version 1.29 | 350 Feeder Protection Relay | firmware versions prior to Version 2.30 | 345 Transformer Protection Relay | firmware versions prior to Version 2.30 | 339 Motor Protection Relay | firmware versions prior to Version 2.30 and T1000 Switch | firmware versions prior to Version 03A02.,CVE-2017-7905,8.1,High,CWE-261,Chemical; Critical Manufacturing; Dams; Energy; Food and Agriculture; Government Facilities; Transportation; Water and Wastewater,Worldwide,United States
673,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-115-01,4/25/2017,No Updates,2017,ICSA-17-115-01,BLF-Tech LLC VisualView HMI,BLF-Tech LLC,VisualView HMI,The following VisualView HMI versions are affected: VisualView HMI Version 9.9.14.0 and prior.,CVE-2017-6051,7,High,CWE-427,Critical Manufacturing; Water and Wastewater,United States,United States
672,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-115-02,4/25/2017,No Updates,2017,ICSA-17-115-02,Sierra Wireless AirLink Raven XE and XT,Sierra Wireless,AirLink Raven XE and XT,The following Sierra Wireless gateways are affected: AirLink Raven XE all versions prior to 4.0.14 and AirLink Raven XT all versions prior to 4.0.11.,CVE-2017-6044; CVE-2017-6042; CVE-2017-6046,10,Critical,CWE-352; CWE-285; CWE-522,Critical Manufacturing; Energy,Worldwide,Canada
671,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-115-03,4/25/2017,No Updates,2017,ICSA-17-115-03,Hyundai Motor America Blue Link,Hyundai Motor America,Blue Link,The following versions of Blue Link - a mobile application for Hyundai vehicle management are affected: Blue Link Version 3.9.5 and Blue Link Version 3.9.4.,CVE-2017-6052; CVE-2017-6054,7.5,High,CWE-300; CWE-321,Transportation,United States,United States
670,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-103-01,4/13/2017,4/26/2018,2017,ICSA-17-103-01,Wecon Technologies LEVI Studio HMI Editor,WECON,Technologies LEVI Studio HMI Editor,The following versions of LEVI Studio HMI Editor - HMI programming software are affected: LEVI Studio HMI Editor all versions.,CVE-2017-6037; CVE-2017-6035,8.8,High,CWE-122; CWE-121,Critical Manufacturing,Worldwide,China
669,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-103-02A,4/13/2017,7/20/2017,2017,ICSA-17-103-02A,Schneider Electric Modicon M221 PLCs and SoMachine Basic (Update A),Schneider Electric,Modicon M221 PLCs and SoMachine Basic,Schneider Electric reports that these vulnerabilities affect the following PLCs and tools for configuring and developing automation machinery: All Modicon M221 PLCs with firmware version up to v1.5.0.1 and associated SoMachine Basic software (up to v1.5).,CVE-2017-7574; CVE-2017-7575,10,Critical,CWE-693; CWE-321,Commercial Facilities,Worldwide,France
668,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-101-01,4/11/2017,No Updates,2017,ICSA-17-101-01,Schneider Electric Modicon Modbus Protocol,Schneider Electric,Modicon Modbus Protocol,The following versions of Modicon Modbus protocol - used with the Modicon family of programmable logic controllers (PLCs) are affected: Modicon Modbus protocol all versions.,CVE-2017-6034; CVE-2017-6032,10,Critical,CWE-294; CWE-657,Critical Manufacturing; Dams; Defense Industrial Base; Energy; Food and Agriculture; Government Facilities; Nuclear Reactors Materials and Waste; Transportation; Water and Wastewater,Worldwide,France
667,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-096-01A,4/6/2017,4/27/2017,2017,ICSA-17-096-01A,Certec EDV GmbH atvise scada (Update A),Certec EDV GmbH,atvise scada,The following versions of atvise scada - human machine interface configuration platform are affected: atvise scada prior to Version 3.0 without the vendor built-in security mechanism activated.,CVE-2017-6031; CVE-2017-6029,6.1,Medium,CWE-644; CWE-79,Critical Manufacturing,Worldwide,Austria
666,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-094-01,4/4/2017,No Updates,2017,ICSA-17-094-01,Schneider Electric Interactive Graphical SCADA System Software,Schneider Electric,Interactive Graphical SCADA System Software,Schneider Electric reports that the vulnerability affects the following IGSS HMI desktop application: IGSS Software | Version 12 and previous versions.,CVE-2017-6033,6.8,Medium,CWE-427,Critical Manufacturing; Energy,Worldwide,France
